Gender,Age,City,Category,Price_Category,Place_Name_x
1,10,1,4,2,Atlantis Water Adventure
1,12,1,4,2,Atlantis Water Adventure
0,5,1,4,2,Atlantis Water Adventure
1,7,1,4,2,Atlantis Water Adventure
0,12,1,4,2,Atlantis Water Adventure
1,12,1,4,2,Atlantis Water Adventure
0,2,2,1,1,Museum Kereta Ambarawa
1,12,2,1,1,Museum Kereta Ambarawa
0,12,2,1,1,Museum Kereta Ambarawa
0,12,2,1,1,Museum Kereta Ambarawa
1,19,2,1,1,Museum Kereta Ambarawa
0,3,2,1,1,Museum Kereta Ambarawa
1,3,2,1,1,Museum Kereta Ambarawa
0,1,2,1,1,Museum Kereta Ambarawa
1,13,2,1,1,Museum Kereta Ambarawa
0,12,2,1,1,Museum Kereta Ambarawa
1,16,2,1,1,Museum Kereta Ambarawa
1,10,2,1,1,Museum Kereta Ambarawa
1,20,2,1,1,Museum Kereta Ambarawa
1,9,2,1,1,Museum Kereta Ambarawa
1,15,2,1,1,Museum Kereta Ambarawa
1,7,2,1,1,Museum Kereta Ambarawa
1,2,2,1,1,Museum Kereta Ambarawa
1,5,2,1,1,Museum Kereta Ambarawa
0,9,2,1,1,Museum Kereta Ambarawa
1,10,2,1,1,Museum Kereta Ambarawa
1,5,2,1,1,Museum Kereta Ambarawa
1,9,2,1,1,Museum Kereta Ambarawa
1,11,2,1,1,Museum Kereta Ambarawa
1,14,2,1,1,Museum Kereta Ambarawa
1,14,2,1,1,Museum Kereta Ambarawa
1,13,2,1,1,Museum Kereta Ambarawa
1,9,2,1,1,Museum Kereta Ambarawa
0,2,4,1,1,Kampung Wisata Sosro Menduran
1,21,4,1,1,Kampung Wisata Sosro Menduran
1,12,4,1,1,Kampung Wisata Sosro Menduran
1,8,4,1,1,Kampung Wisata Sosro Menduran
1,21,4,1,1,Kampung Wisata Sosro Menduran
0,14,4,1,1,Kampung Wisata Sosro Menduran
1,1,4,1,1,Kampung Wisata Sosro Menduran
0,14,4,1,1,Kampung Wisata Sosro Menduran
1,6,4,1,1,Kampung Wisata Sosro Menduran
1,2,4,1,1,Kampung Wisata Sosro Menduran
0,1,4,1,1,Kampung Wisata Sosro Menduran
1,19,4,1,1,Kampung Wisata Sosro Menduran
0,3,4,1,1,Kampung Wisata Sosro Menduran
1,0,4,1,1,Kampung Wisata Sosro Menduran
0,12,4,1,1,Kampung Wisata Sosro Menduran
0,10,4,1,1,Kampung Wisata Sosro Menduran
1,1,4,1,1,Kampung Wisata Sosro Menduran
1,12,4,1,1,Kampung Wisata Sosro Menduran
0,15,4,1,1,Kampung Wisata Sosro Menduran
0,15,4,1,1,Kampung Wisata Sosro Menduran
1,12,4,1,1,Kampung Wisata Sosro Menduran
1,16,4,1,1,Kampung Wisata Sosro Menduran
0,19,4,1,1,Kampung Wisata Sosro Menduran
1,9,4,1,1,Kampung Wisata Sosro Menduran
0,2,0,2,1,Taman Hutan Raya Ir. H. Juanda
0,3,0,2,1,Taman Hutan Raya Ir. H. Juanda
0,19,0,2,1,Taman Hutan Raya Ir. H. Juanda
0,20,0,2,1,Taman Hutan Raya Ir. H. Juanda
0,16,0,2,1,Taman Hutan Raya Ir. H. Juanda
1,3,0,2,1,Taman Hutan Raya Ir. H. Juanda
0,8,0,2,1,Taman Hutan Raya Ir. H. Juanda
1,19,0,2,1,Taman Hutan Raya Ir. H. Juanda
0,13,0,2,1,Taman Hutan Raya Ir. H. Juanda
1,1,0,2,1,Taman Hutan Raya Ir. H. Juanda
1,8,0,2,1,Taman Hutan Raya Ir. H. Juanda
1,4,0,2,1,Taman Hutan Raya Ir. H. Juanda
0,1,0,2,1,Taman Hutan Raya Ir. H. Juanda
0,14,0,2,1,Taman Hutan Raya Ir. H. Juanda
0,14,0,2,1,Taman Hutan Raya Ir. H. Juanda
0,14,0,2,1,Taman Hutan Raya Ir. H. Juanda
1,5,0,2,1,Taman Hutan Raya Ir. H. Juanda
0,1,0,2,1,Taman Hutan Raya Ir. H. Juanda
0,18,0,2,1,Taman Hutan Raya Ir. H. Juanda
0,13,0,2,1,Taman Hutan Raya Ir. H. Juanda
0,1,0,2,1,Taman Hutan Raya Ir. H. Juanda
0,6,0,2,1,Taman Hutan Raya Ir. H. Juanda
1,10,0,2,1,Taman Hutan Raya Ir. H. Juanda
0,21,0,2,1,Taman Hutan Raya Ir. H. Juanda
1,7,0,2,1,Taman Hutan Raya Ir. H. Juanda
1,12,0,2,1,Taman Hutan Raya Ir. H. Juanda
1,22,0,2,1,Taman Hutan Raya Ir. H. Juanda
0,2,0,1,1,Museum Gedung Sate
0,0,0,1,1,Museum Gedung Sate
1,17,0,1,1,Museum Gedung Sate
1,6,0,1,1,Museum Gedung Sate
0,12,0,1,1,Museum Gedung Sate
1,21,0,1,1,Museum Gedung Sate
1,1,0,1,1,Museum Gedung Sate
0,6,0,1,1,Museum Gedung Sate
0,20,0,1,1,Museum Gedung Sate
1,11,0,1,1,Museum Gedung Sate
0,10,0,1,1,Museum Gedung Sate
0,16,0,1,1,Museum Gedung Sate
0,22,0,1,1,Museum Gedung Sate
1,15,0,1,1,Museum Gedung Sate
0,7,0,1,1,Museum Gedung Sate
0,7,0,1,1,Museum Gedung Sate
0,13,0,1,1,Museum Gedung Sate
0,16,0,1,1,Museum Gedung Sate
0,10,0,1,1,Museum Gedung Sate
0,6,0,1,1,Museum Gedung Sate
1,9,0,1,1,Museum Gedung Sate
0,21,0,1,1,Museum Gedung Sate
1,13,0,1,1,Museum Gedung Sate
0,17,0,1,1,Museum Gedung Sate
0,2,1,1,1,Museum Taman Prasasti
0,0,1,1,1,Museum Taman Prasasti
1,7,1,1,1,Museum Taman Prasasti
0,13,1,1,1,Museum Taman Prasasti
0,5,1,1,1,Museum Taman Prasasti
1,11,1,1,1,Museum Taman Prasasti
0,12,1,1,1,Museum Taman Prasasti
0,6,1,1,1,Museum Taman Prasasti
0,17,1,1,1,Museum Taman Prasasti
1,21,1,1,1,Museum Taman Prasasti
1,5,1,1,1,Museum Taman Prasasti
1,11,1,1,1,Museum Taman Prasasti
1,13,1,1,1,Museum Taman Prasasti
1,9,1,1,1,Museum Taman Prasasti
0,9,1,1,1,Museum Taman Prasasti
0,2,1,1,1,Museum Taman Prasasti
1,20,1,1,1,Museum Taman Prasasti
1,20,1,1,1,Museum Taman Prasasti
0,7,1,1,1,Museum Taman Prasasti
0,2,4,0,1,Pantai Ngrawe (Mesra)
0,19,4,0,1,Pantai Ngrawe (Mesra)
0,13,4,0,1,Pantai Ngrawe (Mesra)
1,20,4,0,1,Pantai Ngrawe (Mesra)
1,3,4,0,1,Pantai Ngrawe (Mesra)
0,5,4,0,1,Pantai Ngrawe (Mesra)
0,6,4,0,1,Pantai Ngrawe (Mesra)
1,15,4,0,1,Pantai Ngrawe (Mesra)
1,15,4,0,1,Pantai Ngrawe (Mesra)
0,11,4,0,1,Pantai Ngrawe (Mesra)
1,15,4,0,1,Pantai Ngrawe (Mesra)
1,11,4,0,1,Pantai Ngrawe (Mesra)
0,18,4,0,1,Pantai Ngrawe (Mesra)
1,19,4,0,1,Pantai Ngrawe (Mesra)
0,13,4,0,1,Pantai Ngrawe (Mesra)
1,5,4,0,1,Pantai Ngrawe (Mesra)
1,12,4,0,1,Pantai Ngrawe (Mesra)
0,0,4,0,1,Pantai Ngrawe (Mesra)
1,12,4,0,1,Pantai Ngrawe (Mesra)
1,9,4,0,1,Pantai Ngrawe (Mesra)
1,11,4,0,1,Pantai Ngrawe (Mesra)
1,10,4,0,1,Pantai Ngrawe (Mesra)
1,22,4,0,1,Pantai Ngrawe (Mesra)
1,12,4,0,1,Pantai Ngrawe (Mesra)
1,11,4,0,1,Pantai Ngrawe (Mesra)
0,9,4,0,1,Pantai Ngrawe (Mesra)
0,2,3,2,1,Taman Harmoni Keputih
1,0,3,2,1,Taman Harmoni Keputih
1,22,3,2,1,Taman Harmoni Keputih
1,8,3,2,1,Taman Harmoni Keputih
1,4,3,2,1,Taman Harmoni Keputih
1,8,3,2,1,Taman Harmoni Keputih
1,6,3,2,1,Taman Harmoni Keputih
1,11,3,2,1,Taman Harmoni Keputih
0,6,3,2,1,Taman Harmoni Keputih
0,9,3,2,1,Taman Harmoni Keputih
1,14,3,2,1,Taman Harmoni Keputih
1,3,3,2,1,Taman Harmoni Keputih
1,3,3,2,1,Taman Harmoni Keputih
0,10,3,2,1,Taman Harmoni Keputih
0,14,3,2,1,Taman Harmoni Keputih
0,6,3,2,1,Taman Harmoni Keputih
1,12,3,2,1,Taman Harmoni Keputih
0,12,3,2,1,Taman Harmoni Keputih
1,20,3,2,1,Taman Harmoni Keputih
1,20,3,2,1,Taman Harmoni Keputih
1,19,3,2,1,Taman Harmoni Keputih
0,2,4,4,1,Tugu Pal Putih Jogja
1,7,4,4,1,Tugu Pal Putih Jogja
1,4,4,4,1,Tugu Pal Putih Jogja
0,13,4,4,1,Tugu Pal Putih Jogja
1,3,4,4,1,Tugu Pal Putih Jogja
0,9,4,4,1,Tugu Pal Putih Jogja
1,19,4,4,1,Tugu Pal Putih Jogja
1,20,4,4,1,Tugu Pal Putih Jogja
0,10,4,4,1,Tugu Pal Putih Jogja
0,13,4,4,1,Tugu Pal Putih Jogja
0,13,4,4,1,Tugu Pal Putih Jogja
0,0,4,4,1,Tugu Pal Putih Jogja
0,13,4,4,1,Tugu Pal Putih Jogja
0,20,4,4,1,Tugu Pal Putih Jogja
1,15,4,4,1,Tugu Pal Putih Jogja
1,15,4,4,1,Tugu Pal Putih Jogja
1,2,4,4,1,Tugu Pal Putih Jogja
1,12,4,4,1,Tugu Pal Putih Jogja
0,1,4,4,1,Tugu Pal Putih Jogja
1,10,4,4,1,Tugu Pal Putih Jogja
1,5,4,4,1,Tugu Pal Putih Jogja
1,10,4,4,1,Tugu Pal Putih Jogja
1,12,4,4,1,Tugu Pal Putih Jogja
0,14,4,4,1,Tugu Pal Putih Jogja
0,18,4,4,1,Tugu Pal Putih Jogja
0,9,4,4,1,Tugu Pal Putih Jogja
0,8,4,4,1,Tugu Pal Putih Jogja
0,2,4,2,1,Taman Sungai Mudal
0,3,4,2,1,Taman Sungai Mudal
0,3,4,2,1,Taman Sungai Mudal
1,20,4,2,1,Taman Sungai Mudal
0,8,4,2,1,Taman Sungai Mudal
1,14,4,2,1,Taman Sungai Mudal
0,15,4,2,1,Taman Sungai Mudal
1,19,4,2,1,Taman Sungai Mudal
0,14,4,2,1,Taman Sungai Mudal
0,14,4,2,1,Taman Sungai Mudal
0,14,4,2,1,Taman Sungai Mudal
0,14,4,2,1,Taman Sungai Mudal
1,1,4,2,1,Taman Sungai Mudal
0,20,4,2,1,Taman Sungai Mudal
0,15,4,2,1,Taman Sungai Mudal
1,11,4,2,1,Taman Sungai Mudal
1,11,4,2,1,Taman Sungai Mudal
1,7,4,2,1,Taman Sungai Mudal
0,1,4,2,1,Taman Sungai Mudal
0,1,4,2,1,Taman Sungai Mudal
0,6,4,2,1,Taman Sungai Mudal
1,12,4,2,1,Taman Sungai Mudal
1,0,4,2,1,Taman Sungai Mudal
0,8,4,2,1,Taman Sungai Mudal
0,8,4,2,1,Taman Sungai Mudal
0,2,4,2,1,Taman Sungai Mudal
0,6,4,2,1,Taman Sungai Mudal
1,10,4,2,1,Taman Sungai Mudal
0,5,4,2,1,Taman Sungai Mudal
1,5,4,2,1,Taman Sungai Mudal
1,12,4,2,1,Taman Sungai Mudal
1,16,4,2,1,Taman Sungai Mudal
1,20,4,2,1,Taman Sungai Mudal
0,15,4,2,1,Taman Sungai Mudal
0,20,4,2,1,Taman Sungai Mudal
1,10,4,2,1,Taman Sungai Mudal
0,2,4,1,1,De Mata Museum Jogja
1,22,4,1,1,De Mata Museum Jogja
1,22,4,1,1,De Mata Museum Jogja
0,22,4,1,1,De Mata Museum Jogja
0,15,4,1,1,De Mata Museum Jogja
0,3,4,1,1,De Mata Museum Jogja
1,20,4,1,1,De Mata Museum Jogja
1,1,4,1,1,De Mata Museum Jogja
1,1,4,1,1,De Mata Museum Jogja
1,3,4,1,1,De Mata Museum Jogja
1,7,4,1,1,De Mata Museum Jogja
1,3,4,1,1,De Mata Museum Jogja
1,21,4,1,1,De Mata Museum Jogja
0,14,4,1,1,De Mata Museum Jogja
0,17,4,1,1,De Mata Museum Jogja
1,15,4,1,1,De Mata Museum Jogja
1,19,4,1,1,De Mata Museum Jogja
0,16,4,1,1,De Mata Museum Jogja
1,12,4,1,1,De Mata Museum Jogja
1,3,4,1,1,De Mata Museum Jogja
1,0,4,1,1,De Mata Museum Jogja
0,8,4,1,1,De Mata Museum Jogja
0,3,4,1,1,De Mata Museum Jogja
0,12,4,1,1,De Mata Museum Jogja
0,6,4,1,1,De Mata Museum Jogja
1,12,4,1,1,De Mata Museum Jogja
1,12,4,1,1,De Mata Museum Jogja
0,21,4,1,1,De Mata Museum Jogja
1,12,4,1,1,De Mata Museum Jogja
0,17,4,1,1,De Mata Museum Jogja
1,13,4,1,1,De Mata Museum Jogja
0,2,3,4,1,Surabaya North Quay
1,21,3,4,1,Surabaya North Quay
1,21,3,4,1,Surabaya North Quay
0,3,3,4,1,Surabaya North Quay
1,3,3,4,1,Surabaya North Quay
0,6,3,4,1,Surabaya North Quay
0,17,3,4,1,Surabaya North Quay
0,14,3,4,1,Surabaya North Quay
0,14,3,4,1,Surabaya North Quay
1,21,3,4,1,Surabaya North Quay
1,7,3,4,1,Surabaya North Quay
0,20,3,4,1,Surabaya North Quay
1,0,3,4,1,Surabaya North Quay
1,10,3,4,1,Surabaya North Quay
0,22,3,4,1,Surabaya North Quay
0,22,3,4,1,Surabaya North Quay
1,1,3,4,1,Surabaya North Quay
0,16,3,4,1,Surabaya North Quay
0,0,3,4,1,Surabaya North Quay
0,16,3,4,1,Surabaya North Quay
0,3,3,4,1,Surabaya North Quay
0,0,3,4,1,Surabaya North Quay
1,5,3,4,1,Surabaya North Quay
0,2,3,4,1,Surabaya North Quay
1,12,3,4,1,Surabaya North Quay
1,12,3,4,1,Surabaya North Quay
1,22,3,4,1,Surabaya North Quay
0,2,1,1,1,Museum Bahari Jakarta
0,2,1,1,1,Museum Bahari Jakarta
1,16,1,1,1,Museum Bahari Jakarta
1,16,1,1,1,Museum Bahari Jakarta
0,8,1,1,1,Museum Bahari Jakarta
0,6,1,1,1,Museum Bahari Jakarta
1,1,1,1,1,Museum Bahari Jakarta
0,3,1,1,1,Museum Bahari Jakarta
0,17,1,1,1,Museum Bahari Jakarta
0,9,1,1,1,Museum Bahari Jakarta
1,21,1,1,1,Museum Bahari Jakarta
1,14,1,1,1,Museum Bahari Jakarta
1,14,1,1,1,Museum Bahari Jakarta
0,22,1,1,1,Museum Bahari Jakarta
1,8,1,1,1,Museum Bahari Jakarta
1,8,1,1,1,Museum Bahari Jakarta
0,2,1,1,1,Museum Bahari Jakarta
0,2,1,1,1,Museum Bahari Jakarta
0,2,1,1,1,Museum Bahari Jakarta
0,11,1,1,1,Museum Bahari Jakarta
0,18,1,1,1,Museum Bahari Jakarta
1,11,1,1,1,Museum Bahari Jakarta
0,19,1,1,1,Museum Bahari Jakarta
0,17,1,1,1,Museum Bahari Jakarta
0,17,1,1,1,Museum Bahari Jakarta
1,21,1,1,1,Museum Bahari Jakarta
1,9,1,1,1,Museum Bahari Jakarta
0,2,2,4,1,Grand Maerakaca
0,19,2,4,1,Grand Maerakaca
0,22,2,4,1,Grand Maerakaca
0,20,2,4,1,Grand Maerakaca
0,16,2,4,1,Grand Maerakaca
1,6,2,4,1,Grand Maerakaca
1,6,2,4,1,Grand Maerakaca
0,3,2,4,1,Grand Maerakaca
1,17,2,4,1,Grand Maerakaca
1,3,2,4,1,Grand Maerakaca
1,11,2,4,1,Grand Maerakaca
0,9,2,4,1,Grand Maerakaca
1,0,2,4,1,Grand Maerakaca
1,8,2,4,1,Grand Maerakaca
1,5,2,4,1,Grand Maerakaca
0,17,2,4,1,Grand Maerakaca
0,4,2,4,1,Grand Maerakaca
0,11,2,4,1,Grand Maerakaca
0,15,2,4,1,Grand Maerakaca
1,17,2,4,1,Grand Maerakaca
1,15,2,4,1,Grand Maerakaca
0,7,2,4,1,Grand Maerakaca
1,10,2,4,1,Grand Maerakaca
0,16,2,4,1,Grand Maerakaca
1,12,2,4,1,Grand Maerakaca
1,5,2,4,1,Grand Maerakaca
0,12,2,4,1,Grand Maerakaca
0,14,2,4,1,Grand Maerakaca
0,15,2,4,1,Grand Maerakaca
1,11,2,4,1,Grand Maerakaca
1,22,2,4,1,Grand Maerakaca
1,12,2,4,1,Grand Maerakaca
0,11,2,4,1,Grand Maerakaca
0,2,1,2,1,Margasatwa Muara Angke
0,2,1,2,1,Margasatwa Muara Angke
1,21,1,2,1,Margasatwa Muara Angke
1,8,1,2,1,Margasatwa Muara Angke
1,22,1,2,1,Margasatwa Muara Angke
1,12,1,2,1,Margasatwa Muara Angke
1,6,1,2,1,Margasatwa Muara Angke
1,1,1,2,1,Margasatwa Muara Angke
0,0,1,2,1,Margasatwa Muara Angke
0,15,1,2,1,Margasatwa Muara Angke
1,7,1,2,1,Margasatwa Muara Angke
0,17,1,2,1,Margasatwa Muara Angke
1,0,1,2,1,Margasatwa Muara Angke
1,22,1,2,1,Margasatwa Muara Angke
0,14,1,2,1,Margasatwa Muara Angke
0,11,1,2,1,Margasatwa Muara Angke
1,20,1,2,1,Margasatwa Muara Angke
0,20,1,2,1,Margasatwa Muara Angke
1,21,1,2,1,Margasatwa Muara Angke
0,2,0,2,1,Curug Anom
1,22,0,2,1,Curug Anom
1,8,0,2,1,Curug Anom
1,6,0,2,1,Curug Anom
1,3,0,2,1,Curug Anom
1,11,0,2,1,Curug Anom
0,12,0,2,1,Curug Anom
1,6,0,2,1,Curug Anom
0,4,0,2,1,Curug Anom
0,16,0,2,1,Curug Anom
1,22,0,2,1,Curug Anom
0,18,0,2,1,Curug Anom
0,18,0,2,1,Curug Anom
0,0,0,2,1,Curug Anom
0,2,0,2,1,Curug Anom
0,0,0,2,1,Curug Anom
1,9,0,2,1,Curug Anom
1,1,0,2,1,Curug Anom
1,12,0,2,1,Curug Anom
1,11,0,2,1,Curug Anom
0,2,0,1,1,Museum Konferensi Asia Afrika
1,1,0,1,1,Museum Konferensi Asia Afrika
0,14,0,1,1,Museum Konferensi Asia Afrika
0,14,0,1,1,Museum Konferensi Asia Afrika
0,20,0,1,1,Museum Konferensi Asia Afrika
1,9,0,1,1,Museum Konferensi Asia Afrika
1,21,0,1,1,Museum Konferensi Asia Afrika
0,18,0,1,1,Museum Konferensi Asia Afrika
0,19,0,1,1,Museum Konferensi Asia Afrika
0,19,0,1,1,Museum Konferensi Asia Afrika
1,0,0,1,1,Museum Konferensi Asia Afrika
1,14,0,1,1,Museum Konferensi Asia Afrika
0,9,0,1,1,Museum Konferensi Asia Afrika
0,8,0,1,1,Museum Konferensi Asia Afrika
1,9,0,1,1,Museum Konferensi Asia Afrika
1,9,0,1,1,Museum Konferensi Asia Afrika
0,2,0,1,1,Museum Konferensi Asia Afrika
0,0,0,1,1,Museum Konferensi Asia Afrika
0,11,0,1,1,Museum Konferensi Asia Afrika
0,2,1,4,1,Taman Cattleya
0,12,1,4,1,Taman Cattleya
0,16,1,4,1,Taman Cattleya
0,1,1,4,1,Taman Cattleya
1,4,1,4,1,Taman Cattleya
0,14,1,4,1,Taman Cattleya
1,1,1,4,1,Taman Cattleya
0,15,1,4,1,Taman Cattleya
1,0,1,4,1,Taman Cattleya
0,14,1,4,1,Taman Cattleya
1,13,1,4,1,Taman Cattleya
0,7,1,4,1,Taman Cattleya
0,1,1,4,1,Taman Cattleya
0,18,1,4,1,Taman Cattleya
1,10,1,4,1,Taman Cattleya
0,19,1,4,1,Taman Cattleya
0,13,1,4,1,Taman Cattleya
1,4,1,4,1,Taman Cattleya
0,2,1,4,1,Taman Cattleya
1,11,1,4,1,Taman Cattleya
1,12,1,4,1,Taman Cattleya
0,2,1,4,1,Taman Cattleya
0,2,1,4,1,Taman Cattleya
1,1,1,4,1,Taman Cattleya
1,20,1,4,1,Taman Cattleya
1,20,1,4,1,Taman Cattleya
0,17,1,4,1,Taman Cattleya
0,2,3,1,1,Monumen Bambu Runcing Surabaya
1,17,3,1,1,Monumen Bambu Runcing Surabaya
1,20,3,1,1,Monumen Bambu Runcing Surabaya
1,3,3,1,1,Monumen Bambu Runcing Surabaya
0,6,3,1,1,Monumen Bambu Runcing Surabaya
1,10,3,1,1,Monumen Bambu Runcing Surabaya
0,20,3,1,1,Monumen Bambu Runcing Surabaya
0,20,3,1,1,Monumen Bambu Runcing Surabaya
0,14,3,1,1,Monumen Bambu Runcing Surabaya
0,10,3,1,1,Monumen Bambu Runcing Surabaya
1,2,3,1,1,Monumen Bambu Runcing Surabaya
1,20,3,1,1,Monumen Bambu Runcing Surabaya
1,20,3,1,1,Monumen Bambu Runcing Surabaya
0,9,3,1,1,Monumen Bambu Runcing Surabaya
1,12,3,1,1,Monumen Bambu Runcing Surabaya
1,12,3,1,1,Monumen Bambu Runcing Surabaya
0,2,3,1,1,Monumen Bambu Runcing Surabaya
0,3,3,1,1,Monumen Bambu Runcing Surabaya
0,12,3,1,1,Monumen Bambu Runcing Surabaya
1,7,3,1,1,Monumen Bambu Runcing Surabaya
0,0,3,1,1,Monumen Bambu Runcing Surabaya
0,2,3,1,1,Monumen Bambu Runcing Surabaya
1,21,3,1,1,Monumen Bambu Runcing Surabaya
0,19,3,1,1,Monumen Bambu Runcing Surabaya
0,2,1,3,1,Pasar Seni
0,3,1,3,1,Pasar Seni
1,8,1,3,1,Pasar Seni
1,20,1,3,1,Pasar Seni
0,13,1,3,1,Pasar Seni
1,17,1,3,1,Pasar Seni
1,20,1,3,1,Pasar Seni
1,21,1,3,1,Pasar Seni
1,0,1,3,1,Pasar Seni
1,10,1,3,1,Pasar Seni
1,14,1,3,1,Pasar Seni
1,3,1,3,1,Pasar Seni
0,11,1,3,1,Pasar Seni
1,0,1,3,1,Pasar Seni
0,7,1,3,1,Pasar Seni
0,13,1,3,1,Pasar Seni
1,12,1,3,1,Pasar Seni
1,4,1,3,1,Pasar Seni
1,9,1,3,1,Pasar Seni
1,9,1,3,1,Pasar Seni
0,21,1,3,1,Pasar Seni
0,20,1,3,1,Pasar Seni
1,21,1,3,1,Pasar Seni
0,20,1,3,1,Pasar Seni
0,2,0,2,1,Curug Tilu Leuwi Opat
1,20,0,2,1,Curug Tilu Leuwi Opat
1,20,0,2,1,Curug Tilu Leuwi Opat
1,16,0,2,1,Curug Tilu Leuwi Opat
0,16,0,2,1,Curug Tilu Leuwi Opat
1,4,0,2,1,Curug Tilu Leuwi Opat
1,4,0,2,1,Curug Tilu Leuwi Opat
1,6,0,2,1,Curug Tilu Leuwi Opat
0,14,0,2,1,Curug Tilu Leuwi Opat
1,16,0,2,1,Curug Tilu Leuwi Opat
0,9,0,2,1,Curug Tilu Leuwi Opat
1,7,0,2,1,Curug Tilu Leuwi Opat
0,7,0,2,1,Curug Tilu Leuwi Opat
0,7,0,2,1,Curug Tilu Leuwi Opat
1,2,0,2,1,Curug Tilu Leuwi Opat
1,2,0,2,1,Curug Tilu Leuwi Opat
1,15,0,2,1,Curug Tilu Leuwi Opat
0,11,0,2,1,Curug Tilu Leuwi Opat
1,0,0,2,1,Curug Tilu Leuwi Opat
0,2,0,2,1,Curug Tilu Leuwi Opat
1,11,0,2,1,Curug Tilu Leuwi Opat
0,5,0,2,1,Curug Tilu Leuwi Opat
0,9,0,2,1,Curug Tilu Leuwi Opat
1,10,0,2,1,Curug Tilu Leuwi Opat
0,20,0,2,1,Curug Tilu Leuwi Opat
0,19,0,2,1,Curug Tilu Leuwi Opat
1,13,0,2,1,Curug Tilu Leuwi Opat
1,10,0,2,1,Curug Tilu Leuwi Opat
0,2,0,1,1,Museum Mandala Wangsit Siliwangi
1,20,0,1,1,Museum Mandala Wangsit Siliwangi
0,19,0,1,1,Museum Mandala Wangsit Siliwangi
0,0,0,1,1,Museum Mandala Wangsit Siliwangi
0,13,0,1,1,Museum Mandala Wangsit Siliwangi
0,6,0,1,1,Museum Mandala Wangsit Siliwangi
0,8,0,1,1,Museum Mandala Wangsit Siliwangi
1,19,0,1,1,Museum Mandala Wangsit Siliwangi
1,17,0,1,1,Museum Mandala Wangsit Siliwangi
1,16,0,1,1,Museum Mandala Wangsit Siliwangi
0,9,0,1,1,Museum Mandala Wangsit Siliwangi
0,6,0,1,1,Museum Mandala Wangsit Siliwangi
0,14,0,1,1,Museum Mandala Wangsit Siliwangi
1,6,0,1,1,Museum Mandala Wangsit Siliwangi
1,8,0,1,1,Museum Mandala Wangsit Siliwangi
1,1,0,1,1,Museum Mandala Wangsit Siliwangi
